row_pk,country,field,metric,current_value,current_source,current_confidence,proposed_source,verifiable,note
2f721526-abc5-4a4e-a266-2ce1acfff4c1,US,civil-engineering,employment,84,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
2f721526-abc5-4a4e-a266-2ce1acfff4c1,US,civil-engineering,visa,occupation_list_match=true; post_study_work_years=3; visa_pathway_score=82,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
2f721526-abc5-4a4e-a266-2ce1acfff4c1,US,civil-engineering,demand,76,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
2f721526-abc5-4a4e-a266-2ce1acfff4c1,US,civil-engineering,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
2f721526-abc5-4a4e-a266-2ce1acfff4c1,US,civil-engineering,roi,avg_annual_tuition_intl=45000; median_starting_salary=68000; payback_years=6,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
928e49cb-aad1-4e87-816c-584ff71b3856,US,computer-science,employment,85,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
928e49cb-aad1-4e87-816c-584ff71b3856,US,computer-science,visa,occupation_list_match=true; post_study_work_years=3; visa_pathway_score=85,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
928e49cb-aad1-4e87-816c-584ff71b3856,US,computer-science,demand,88,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
928e49cb-aad1-4e87-816c-584ff71b3856,US,computer-science,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
928e49cb-aad1-4e87-816c-584ff71b3856,US,computer-science,roi,avg_annual_tuition_intl=50000; median_starting_salary=85000; payback_years=5,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
2c5acfc8-6dae-4057-a107-7fc0357dc213,US,data-analytics,employment,80,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
2c5acfc8-6dae-4057-a107-7fc0357dc213,US,data-analytics,visa,occupation_list_match=true; post_study_work_years=3; visa_pathway_score=84,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
2c5acfc8-6dae-4057-a107-7fc0357dc213,US,data-analytics,demand,82,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
2c5acfc8-6dae-4057-a107-7fc0357dc213,US,data-analytics,ai_exposure,high,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
2c5acfc8-6dae-4057-a107-7fc0357dc213,US,data-analytics,roi,avg_annual_tuition_intl=48000; median_starting_salary=78000; payback_years=5,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
4a33efed-789a-404e-9556-2b7e772f83be,US,music,employment,60,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
4a33efed-789a-404e-9556-2b7e772f83be,US,music,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=35,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
4a33efed-789a-404e-9556-2b7e772f83be,US,music,demand,45,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
4a33efed-789a-404e-9556-2b7e772f83be,US,music,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
4a33efed-789a-404e-9556-2b7e772f83be,US,music,roi,avg_annual_tuition_intl=40000; median_starting_salary=40000; payback_years=9,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
c44de1f3-2c70-498a-be53-55273b20267d,US,nursing,employment,92,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
c44de1f3-2c70-498a-be53-55273b20267d,US,nursing,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=45,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
c44de1f3-2c70-498a-be53-55273b20267d,US,nursing,demand,90,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
c44de1f3-2c70-498a-be53-55273b20267d,US,nursing,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
c44de1f3-2c70-498a-be53-55273b20267d,US,nursing,roi,avg_annual_tuition_intl=40000; median_starting_salary=75000; payback_years=5,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
e71b595e-88ec-45ee-b09f-6ba995f82436,US,psychology,employment,68,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
e71b595e-88ec-45ee-b09f-6ba995f82436,US,psychology,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=38,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
e71b595e-88ec-45ee-b09f-6ba995f82436,US,psychology,demand,58,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
e71b595e-88ec-45ee-b09f-6ba995f82436,US,psychology,ai_exposure,low,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
e71b595e-88ec-45ee-b09f-6ba995f82436,US,psychology,roi,avg_annual_tuition_intl=38000; median_starting_salary=45000; payback_years=8,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
5bea7358-537c-4b2a-bd82-55345dd949b0,US,software-engineering,employment,86,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
5bea7358-537c-4b2a-bd82-55345dd949b0,US,software-engineering,visa,occupation_list_match=true; post_study_work_years=3; visa_pathway_score=86,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
5bea7358-537c-4b2a-bd82-55345dd949b0,US,software-engineering,demand,87,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
5bea7358-537c-4b2a-bd82-55345dd949b0,US,software-engineering,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
5bea7358-537c-4b2a-bd82-55345dd949b0,US,software-engineering,roi,avg_annual_tuition_intl=50000; median_starting_salary=90000; payback_years=5,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
835de242-fce5-4f00-bd07-530dfc437966,US,ux-design,employment,72,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (US Dept of Education) + BLS OOH,yes,"% full-time employment, recent grads; survey timepoint differs by country"
835de242-fce5-4f00-bd07-530dfc437966,US,ux-design,visa,occupation_list_match=false; post_study_work_years=1; visa_pathway_score=42,USCIS — STEM OPT extension & H-1B visa,estimate,USCIS STEM-OPT designated degree list + H-1B,yes,post_study_work_years=bachelor-level; occupation_list_match needs per-occupation check vs current list
835de242-fce5-4f00-bd07-530dfc437966,US,ux-design,demand,64,BLS Occupational Outlook Handbook — employment & demand outlook,estimate,BLS Occupational Outlook Handbook projections,hard,"0-100 composite index, NOT a single official statistic; document component inputs"
835de242-fce5-4f00-bd07-530dfc437966,US,ux-design,ai_exposure,medium,OECD AI exposure / Felten occupational AI-exposure index,estimate,OECD AI exposure + Felten occupational AI-exposure index,hard,low/medium/high band; interpretive mapping of published exposure research to the major
835de242-fce5-4f00-bd07-530dfc437966,US,ux-design,roi,avg_annual_tuition_intl=42000; median_starting_salary=65000; payback_years=6,"College Scorecard — tuition, median earnings & graduate outcomes (U.S. Dept of Education)",estimate,College Scorecard (tuition + median earnings),yes,tuition=annual intl; salary=median starting (local ccy); payback=yrs; align tuition vs salary source-years
